trading_day,network_region,energy_v2,market_value,energy_v3
2015-05-01,SA1,39.89,0.0,
2015-06-01,SA1,39.68,0.0,
2015-07-01,SA1,31.71,0.0,
2015-08-01,SA1,35.04,0.0,
2015-09-01,SA1,73.75,0.0,
2015-10-01,SA1,85.2,0.0,
2015-11-01,SA1,82.92,0.0,
2015-12-01,SA1,97.41,0.0,
2016-01-01,SA1,99.93,0.0,
2016-02-01,SA1,83.96,0.0,
2016-03-01,SA1,82.3,0.0,
2016-04-01,SA1,61.96,0.0,
2016-05-01,SA1,44.23,0.0,
2016-06-01,SA1,43.93,0.0,
2016-07-01,SA1,35.05,0.0,
2016-08-01,SA1,38.83,0.0,
2016-09-01,SA1,81.79,0.0,
2016-10-01,SA1,94.53,0.0,
2016-11-01,SA1,92.24,0.0,
2016-12-01,SA1,110.3,10001574.0,
2017-01-01,SA1,117.3,12508667.0,
2017-02-01,SA1,96.2,20173275.0,
2017-03-01,SA1,93.31,16539333.0,
2017-04-01,SA1,66.72,7912953.0,
2017-05-01,SA1,54.98,6291020.0,
2017-06-01,SA1,52.21,5353322.0,
2017-07-01,SA1,25.77,3003820.0,
2017-08-01,SA1,20.64,2541716.0,
2017-09-01,SA1,87.97,5737389.0,
2017-10-01,SA1,108.4,7351560.0,
2017-11-01,SA1,106.5,10521872.0,
2017-12-01,SA1,125.3,10522240.0,
2018-01-01,SA1,124.5,31183312.0,
2018-02-01,SA1,108.2,15578760.0,
2018-03-01,SA1,108.2,8949111.0,83.19
