name,oid,ocode,code,region,status,fueltech,unit_id,unit_num,station_cap_registered,craeted_by
Hazelwood,ARB,au.nem.vic.hazel,HWPS3,VIC1,retired,coal_brown,,,,
Hazelwood,ARB,au.nem.vic.hazel,HWPS4,VIC1,retired,coal_brown,,,,
Hazelwood,ARB,au.nem.vic.hazel,HWPS5,VIC1,retired,coal_brown,,,,
Hazelwood,ARB,au.nem.vic.hazel,HWPS6,VIC1,retired,coal_brown,,,,
Hazelwood,ARB,au.nem.vic.hazel,HWPS7,VIC1,retired,coal_brown,,,,
Hazelwood,ARB,au.nem.vic.hazel,HWPS8,VIC1,retired,coal_brown,,,,
Loy Yang A,AR3,au.nem.vic.loyyanga,LYA1,VIC1,operating,coal_brown,,,2235.0,
Loy Yang A,AR3,au.nem.vic.loyyanga,LYA2,VIC1,operating,coal_brown,,,2235.0,
Loy Yang A,AR3,au.nem.vic.loyyanga,LYA3,VIC1,operating,coal_brown,,,2235.0,
Loy Yang A,AR3,au.nem.vic.loyyanga,LYA4,VIC1,operating,coal_brown,,,2235.0,
Liddell,ARE,au.nem.nsw.liddell,LD01,NSW1,operating,coal_black,,,2025.0,
Liddell,ARE,au.nem.nsw.liddell,LD02,NSW1,operating,coal_black,,,2025.0,
Liddell,ARE,au.nem.nsw.liddell,LD03,NSW1,operating,coal_black,,,2025.0,
Liddell,ARE,au.nem.nsw.liddell,LD04,NSW1,operating,coal_black,,,2025.0,
Bayswater,ARF,au.nem.nsw.baysw,BW01,NSW1,operating,coal_black,,,2640.0,
Bayswater,ARF,au.nem.nsw.baysw,BW02,NSW1,operating,coal_black,,,2640.0,
Bayswater,ARF,au.nem.nsw.baysw,BW03,NSW1,operating,coal_black,,,2640.0,
Bayswater,ARF,au.nem.nsw.baysw,BW04,NSW1,operating,coal_black,,,2640.0,
Dry Creek Station,AR4,au.nem.sa.drycgt,DRYCGT1,SA1,operating,gas_ocgt,,,181.0,
Dry Creek Station,AR4,au.nem.sa.drycgt,DRYCGT2,SA1,operating,gas_ocgt,,,181.0,
Dry Creek Station,AR4,au.nem.sa.drycgt,DRYCGT3,SA1,operating,gas_ocgt,,,181.0,
Mintaro Station,ARG,au.nem.sa.mintaro,MINTARO,SA1,operating,gas_ocgt,,,115.0,
Mintaro Station,ARG,au.nem.sa.mintaro,MINTNL1,SA1,operating,gas_ocgt,,,115.0,
Northern,ARH,au.nem.sa.northp,NPS1,SA1,retired,coal_brown,,,,
Northern,ARH,au.nem.sa.northp,NPS2,SA1,retired,coal_brown,,,,
Northern,ARH,au.nem.sa.northp,NPSNL1,SA1,retired,coal_brown,,,,
Northern,ARH,au.nem.sa.northp,NPSNL2,SA1,retired,coal_brown,,,,
Playford B,AR5,au.nem.sa.playf,PLAYB-AG,SA1,retired,coal_brown,,,,
Playford B,AR5,au.nem.sa.playf,PLAYFB1,SA1,retired,coal_brown,,,,
Playford B,AR5,au.nem.sa.playf,PLAYFB2,SA1,retired,coal_brown,,,,
Playford B,AR5,au.nem.sa.playf,PLAYFB3,SA1,retired,coal_brown,,,,
Playford B,AR5,au.nem.sa.playf,PLAYFB4,SA1,retired,coal_brown,,,,
Torrens Island,ART,au.nem.sa.torris,TORRA1,SA1,operating,gas_steam,,,1380.0,
Torrens Island,ART,au.nem.sa.torris,TORRA2,SA1,operating,gas_steam,,,1380.0,
Torrens Island,ART,au.nem.sa.torris,TORRA3,SA1,operating,gas_steam,,,1380.0,
Torrens Island,ART,au.nem.sa.torris,TORRA4,SA1,operating,gas_steam,,,1380.0,
Torrens Island,ART,au.nem.sa.torris,TORRB1,SA1,operating,gas_steam,,,1380.0,
Torrens Island,ART,au.nem.sa.torris,TORRB2,SA1,operating,gas_steam,,,1380.0,
Torrens Island,ART,au.nem.sa.torris,TORRB3,SA1,operating,gas_steam,,,1380.0,
Torrens Island,ART,au.nem.sa.torris,TORRB4,SA1,operating,gas_steam,,,1380.0,
Eraring,ARK,au.nem.nsw.eraring,ER01,NSW1,operating,coal_black,,,2905.0,
Eraring,ARK,au.nem.nsw.eraring,ER02,NSW1,operating,coal_black,,,2905.0,
Eraring,ARK,au.nem.nsw.eraring,ER03,NSW1,operating,coal_black,,,2905.0,
Eraring,ARK,au.nem.nsw.eraring,ER04,NSW1,operating,coal_black,,,2905.0,
Hume,AR6,au.nem.nsw.humensw,HUMENSW,NSW1,operating,hydro,,,29.0,
Brown Mountain,AR7,au.nem.nsw.brownmt,BROWNMT,NSW1,operating,hydro,,,4.0,
Keepit,ARP,au.nem.nsw.keepit,KEEPIT,NSW1,operating,hydro,,,6.0,
Burrinjuck,AR8,au.nem.nsw.burrin,BURRIN,NSW1,operating,hydro,,,10.0,
Warragamba,ARR,au.nem.nsw.wg,WG01,NSW1,retired,hydro,,,,
Hunter Valley,AR9,au.nem.nsw.huntvgt,HVGTS,NSW1,operating,distillate,,,50.0,
Broken Hill,ARX,au.nem.nsw.bhillgt,GB01,NSW1,operating,distillate,,,50.0,
Shoalhaven,ARY,au.nem.nsw.shoalhav,SHGEN,NSW1,operating,pumps,,,240.0,
Shoalhaven,ARY,au.nem.nsw.shoalhav,SHPUMP,NSW1,operating,pumps,,,240.0,
Gladstone,ASZ,au.nem.qld.g/stone,GSTONE1,QLD1,operating,coal_black,,,1705.0,
Gladstone,ASZ,au.nem.qld.g/stone,GSTONE2,QLD1,operating,coal_black,,,1705.0,
Gladstone,ASZ,au.nem.qld.g/stone,GSTONE3,QLD1,operating,coal_black,,,1705.0,
Gladstone,ASZ,au.nem.qld.g/stone,GSTONE4,QLD1,operating,coal_black,,,1705.0,
Gladstone,ASZ,au.nem.qld.g/stone,GSTONE5,QLD1,operating,coal_black,,,1705.0,
Gladstone,ASZ,au.nem.qld.g/stone,GSTONE6,QLD1,operating,coal_black,,,1705.0,
Collinsville,ASA,au.nem.qld.colnsv,COLNSV_1,QLD1,retired,coal_black,,,,
Collinsville,ASA,au.nem.qld.colnsv,COLNSV_2,QLD1,retired,coal_black,,,,
Collinsville,ASA,au.nem.qld.colnsv,COLNSV_3,QLD1,retired,coal_black,,,,
Collinsville,ASA,au.nem.qld.colnsv,COLNSV_4,QLD1,retired,coal_black,,,,
Collinsville,ASA,au.nem.qld.colnsv,COLNSV_5,QLD1,retired,coal_black,,,,
Angelsea,ASC,au.nem.vic.aps,APS,VIC1,retired,coal_brown,,,,
Hume,AS2,au.nem.vic.humev,HUMEV,VIC1,operating,hydro,,,29.0,
Dartmouth,ASE,au.nem.vic.dartm,DARTM1,VIC1,operating,hydro,,,185.0,
Eildon,ASF,au.nem.vic.eildon,EILDON1,VIC1,operating,hydro,,,120.0,
Eildon,ASF,au.nem.vic.eildon,EILDON2,VIC1,operating,hydro,,,120.0,
Bogong / Mackay,AS4,au.nem.vic.mckay,MCKAY1,VIC1,operating,hydro,,,300.0,
Bogong / Mackay,AS4,au.nem.vic.mckay,MCKAY2,VIC1,retired,hydro,,,300.0,
Clover,ASG,au.nem.vic.clover,CLOVER,VIC1,operating,hydro,,,29.0,
West Kiewa,ASH,au.nem.vic.wkiewa,WKIEWA1,VIC1,operating,hydro,,,62.0,
West Kiewa,ASH,au.nem.vic.wkiewa,WKIEWA2,VIC1,operating,hydro,,,62.0,
Rubicon Mountain,AS5,au.nem.vic.rubicon,RUBICON,VIC1,operating,hydro,,,13.55,
Barron Gorge,AST,au.nem.qld.barron,BARRON-1,QLD1,operating,hydro,,,60.0,
