name,oid,ocode,code,region,status,fueltech,unit_id,unit_num,station_cap_registered,craeted_by
Blue Lake Milling,CBK,au.nem.sa.blulake,BLULAKE1,SA1,retired,distillate,,,,
Browns Plains,CB6,au.nem.qld.bplandf,BPLANDF1,QLD1,operating,bioenergy_biogas,,,2.0,
Macarthur,CB7,au.nem.vic.macarth,MACARTH1,VIC1,operating,wind,,,420.0,
Racecourse Mill,CBP,au.nem.qld.racomil,RACOMIL1,QLD1,operating,bioenergy_biomass,,,38.0,
Mortons Lane,CB8,au.nem.vic.mlwf,MLWF1,VIC1,operating,wind,,,19.5,
Musselroe,CBR,au.nem.tas.musselro,MUSSELR1,TAS1,operating,wind,,,168.0,
The Drop,CBS,au.nem.nsw.thedrop,THEDROP1,NSW1,operating,hydro,,,2.5,
Highbury,CB9,au.nem.sa.highbry,HIGHBRY1,SA1,retired,bioenergy_biogas,,,,
Pedler Creek,CBW,au.nem.sa.pedler,PEDLER1,SA1,retired,bioenergy_biogas,,,,
Wingfield 1,CBX,au.nem.sa.wingf1,WINGF1_1,SA1,operating,bioenergy_biogas,,,4.12,
Tea Tree Gully,CBY,au.nem.sa.teatree,TEATREE1,SA1,retired,bioenergy_biogas,,,,
Wingfield 2,C3Z,au.nem.sa.wingf2,WINGF2_1,SA1,operating,bioenergy_biogas,,,4.12,
Wollert,C3A,au.nem.vic.wollert,WOLLERT1,VIC1,operating,bioenergy_biogas,,,7.0,
Traralgon,C3C,au.nem.vic.tgnss,TGNSS1,VIC1,operating,gas_recip,,,10.0,
Corio,C32,au.nem.vic.corio,CORIO1,VIC1,operating,bioenergy_biogas,,,1.0,
Capital East,C3B,au.nem.nsw.cesf,CESF1,NSW1,operating,solar_utility,,,1.0,
Snowtown South,C33,au.nem.sa.snowsth,SNOWSTH1,SA1,operating,wind,,,126.0,
Snowtown North,C3E,au.nem.sa.snownth,SNOWNTH1,SA1,operating,wind,,,144.0,
Springvale,C3F,au.nem.vic.svale,SVALE1,VIC1,operating,bioenergy_biogas,,,4.2,
Mt Mercer,C34,au.nem.vic.mtmercer,MERCER01,VIC1,operating,wind,,,131.2,
Gullen Range,C3G,au.nem.nsw.gullrgwf,GULLRSF1,NSW1,operating,solar_utility,,,286.0,
Gullen Range,C3G,au.nem.nsw.gullrgwf,GULLRWF1,NSW1,operating,wind,,,286.0,
Gullen Range,C3G,au.nem.nsw.gullrgwf,GULLRWF2,NSW1,operating,wind,,,286.0,
Glenmaggie,C3H,au.nem.vic.glenmagg,GLENMAG1,VIC1,operating,hydro,,,3.8,
Eildon,C35,au.nem.vic.eildonpd,EILDON3,VIC1,operating,hydro,,,4.5,
William Hovell,C3T,au.nem.vic.willhov,WILLHOV1,VIC1,operating,hydro,,,1.5,
Midlands,C3K,au.nem.tas.midldps,MIDLDPS1,TAS1,operating,hydro,,,6.0,
Royalla,C37,au.nem.nsw.royalla,ROYALLA1,NSW1,operating,solar_utility,,,20.0,
Woy Woy,C3P,au.nem.nsw.woywoy,WOYWOY1,NSW1,operating,bioenergy_biogas,,,1.06,
Wilga Park B,C38,au.nem.nsw.wilgapkb,WILGB01,NSW1,operating,gas_wcmg,,,6.0,
Kincumber,C3R,au.nem.nsw.kincumb,KINCUM1,NSW1,operating,bioenergy_biogas,,,1.06,
Boco Rock,C3S,au.nem.nsw.bocorock,BOCORWF1,NSW1,operating,wind,,,113.0,
Taralga,C39,au.nem.nsw.taralga,TARALGA1,NSW1,operating,wind,,,106.0,
Nyngan,C3W,au.nem.nsw.nyngan,NYNGAN1,NSW1,operating,solar_utility,,,102.14,
Bolivar,C3X,au.nem.sa.bolivar,BOLIVAR1,SA1,operating,bioenergy_biomass,,,10.0,
Bald Hills,C3Y,au.nem.vic.bhwf,BALDHWF1,VIC1,operating,wind,,,106.6,
Chepstowe,CEZ,au.nem.vic.chpstwf,CHPSTWF1,VIC1,operating,wind,,,6.15,
Tahmoor,CEA,au.nem.nsw.tahmoor,TAHMOOR1,NSW1,operating,gas_wcmg,,,7.04,
Broken Hill,CEC,au.nem.nsw.brokenh,BROKENH1,NSW1,operating,solar_utility,,,53.76,
Moree,CE2,au.nem.nsw.moreesf,MOREESF1,NSW1,operating,solar_utility,,,57.06,
Coonoer Bridge,CEB,au.nem.vic.cbwf,CBWF1,VIC1,operating,wind,,,19.8,
Oaky Creek 2,CE3,au.nem.qld.oaky2,OAKY2,QLD1,operating,gas_wcmg,,,15.0,
George Town,CEE,au.nem.tas.georgtwn,GEORGTN1,TAS1,retired,distillate,,,,
Port Latta Generator,CEF,au.nem.tas.portlatt,PORTLAT1,TAS1,retired,distillate,,,,
Que River,CE4,au.nem.tas.queriver,QUERIVE1,TAS1,retired,distillate,,,,
Bell Bay,CEG,au.nem.tas.bbdisel1,BBDISEL1,TAS1,retired,distillate,,,,
Hornsdale,CEH,au.nem.sa.hornsdal,HDWF1,SA1,operating,wind,,,102.4,
Ararat,CE5,au.nem.vic.arwf,ARWF1,VIC1,operating,wind,,,241.0,
Mugga Lane Solar Park,CET,au.nem.nsw.mlsp,MLSP1,NSW1,operating,solar_utility,,,12.0,
Kemps Creek,CEK,au.nem.nsw.aglsita,AGLSITA1,NSW1,operating,bioenergy_biogas,,,1.0,
Barcaldine,CE6,au.nem.qld.barcsf,BARCSF1,QLD1,operating,solar_utility,,,20.0,
Grosvenor 1,CE7,au.nem.qld.grosv1,GROSV1,QLD1,operating,gas_wcmg,,,21.29,
Hornsdale 2,CEP,au.nem.sa.hornsdal2,HDWF2,SA1,operating,wind,,,102.4,
Sunshine Coast Solar Farm,CE8,au.nem.qld.valdora,VALDORA1,QLD1,operating,solar_utility,,,15.0,
White Rock,CER,au.nem.nsw.wrwf1,WRWF1,NSW1,operating,wind,,,175.0,
Stapylton,CES,au.nem.qld.stapylton,STAPYLTON1,QLD1,operating,bioenergy_biogas,,,2.0,
Hornsdale 3,CEW,au.nem.sa.hornsdal3,HDWF3,SA1,operating,wind,,,112.0,
Grosvenor 2,CEY,au.nem.qld.grosv2,GROSV2,QLD1,operating,gas_wcmg,,,15.21,
Temporary Generation North,CFZ,au.nem.sa.satgn,SATGN1,SA1,operating,distillate,,,154.0,
Temporary Generation South,CFA,au.nem.sa.satgs,SATGS1,SA1,operating,distillate,,,123.2,
Kiata,CF2,au.nem.vic.kiatawf,KIATAWF1,VIC1,operating,wind,,,31.05,
Hornsdale Power Reserve,CFB,au.nem.sa.hornsdpr,HPRG1,SA1,operating,battery_discharging,,,150.0,
Hornsdale Power Reserve,CFB,au.nem.sa.hornsdpr,HPRL1,SA1,operating,battery_charging,,,150.0,
Yaloak South,CF3,au.nem.vic.yswf,YSWF1,VIC1,operating,wind,,,28.7,
Kidston,CFE,au.nem.qld.ksp1,KSP1,QLD1,operating,solar_utility,,,50.0,
Sapphire,CFF,au.nem.nsw.saphwf1,SAPHWF1,NSW1,operating,wind,,,270.0,
Griffith,CF4,au.nem.nsw.grifsf,GRIFSF1,NSW1,operating,solar_utility,,,27.2,
Parkes,CFG,au.nem.nsw.psf,PARSF1,NSW1,operating,solar_utility,,,55.0,
Maroona,CFH,au.nem.vic.maroowf1,MAROOWF1,VIC1,operating,wind,,,6.8,
Hughenden,CFT,au.nem.qld.hugsf,HUGSF1,QLD1,committed,solar_utility,,,20.97,
Clare,CFK,au.nem.qld.claresf,CLARESF1,QLD1,operating,solar_utility,,,110.26,
Silverton,CF6,au.nem.nsw.stwf,STWF1,NSW1,commissioning,wind,,,198.94,
Longreach,CF7,au.nem.qld.lrsf,LRSF1,QLD1,operating,solar_utility,,,17.0,
Gannawarra,CFP,au.nem.vic.gannsf,GANNSF1,VIC1,operating,solar_utility,,,55.0,
Sun Metals,CF8,au.nem.qld.smcsf,SMCSF1,QLD1,operating,solar_utility,,,6.0,
Manildra,CFR,au.nem.nsw.manslr,MANSLR1,NSW1,operating,solar_utility,,,50.0,
South Keswick,CFS,au.nem.nsw.sksf,SKSF1,NSW1,operating,solar_utility,,,15.0,
Narromine,CF9,au.nem.nsw.nasf,NASF1,NSW1,operating,solar_utility,,,10.0,
Bungala One,CFX,au.nem.sa.bngsf1,BNGSF1,SA1,operating,solar_utility,,,135.0,
Hamilton,CFY,au.nem.qld.hamisf,HAMISF1,QLD1,operating,solar_utility,,,57.0,
Salt Creek,C4Z,au.nem.vic.saltcrk,SALTCRK1,VIC1,operating,wind,,,54.0,
Whitsunday,C4A,au.nem.qld.whitsf,WHITSF1,QLD1,operating,solar_utility,,,57.0,
Mt Gellibrand,C4C,au.nem.vic.mtgelwf,MTGELWF1,VIC1,operating,wind,,,138.0,
Dalrymple North,C42,au.nem.sa.dalnth,DALNTH01,SA1,operating,battery_discharging,,,30.0,
Dalrymple North,C42,au.nem.sa.dalnth,DALNTHL1,SA1,operating,battery_charging,,,30.0,
Ross River,C4B,au.nem.qld.rrsf,RRSF1,QLD1,operating,solar_utility,,,128.0,
Darling Downs Solar Farm,C43,au.nem.qld.ddsf,DDSF1,QLD1,operating,solar_utility,,,121.0,
Bodangora,C4E,au.nem.nsw.bodwf,BODWF1,NSW1,operating,wind,,,113.0,
Bannerton,C4F,au.nem.vic.bannsp,BANN1,VIC1,operating,solar_utility,,,100.0,
Willogoleche,C44,au.nem.sa.wgwf,WGWF1,SA1,operating,wind,,,119.0,
Bungala Two,C4G,au.nem.sa.bngsf2,BNGSF2,SA1,commissioning,solar_utility,,,135.0,
Collinsville,C4H,au.nem.qld.cspvps,CSPVPS1,QLD1,operating,solar_utility,,,42.0,
Crookwell 2,C45,au.nem.nsw.crookwf2,CROOKWF2,NSW1,operating,wind,,,96.0,
Mount Emerald,C4T,au.nem.qld.mewf,MEWF1,QLD1,operating,wind,,,180.0,
White Rock,C4K,au.nem.nsw.wrsf1,WRSF1,NSW1,operating,solar_utility,,,22.0,
Coleambally,C46,au.nem.nsw.coleasf,COLEASF1,NSW1,operating,solar_utility,,,180.0,
Baking Board,C47,au.nem.qld.baking,BAKING1,QLD1,operating,solar_utility,,,17.0,
Emerald,C4P,au.nem.qld.emerasf,EMERASF1,QLD1,operating,solar_utility,,,88.0,
Daydream,C48,au.nem.qld.daydsf,DAYDSF1,QLD1,operating,solar_utility,,,255.0,
Daydream,C48,au.nem.qld.daydsf,DAYDSF2,QLD1,operating,solar_utility,,,255.0,
Hayman,C4R,au.nem.qld.haymsf,HAYMSF1,QLD1,operating,solar_utility,,,57.0,
Timboon West,C4S,au.nem.vic.timwest,TIMWEST,VIC1,operating,wind,,,7.0,
Karadoc,C49,au.nem.vic.karsf,KARSF1,VIC1,operating,solar_utility,,,104.0,
Ballarat Energy,C4X,au.nem.vic.balbess,BALBG1,VIC1,operating,battery_discharging,,,30.0,
Ballarat Energy,C4X,au.nem.vic.balbess,BALBL1,VIC1,operating,battery_charging,,,30.0,
Wemen,C4Y,au.nem.vic.wemensf1,WEMENSF1,VIC1,operating,solar_utility,,,97.0,
Crowlands,CGZ,au.nem.vic.crowlwf,CROWLWF1,VIC1,commissioning,wind,,,79.0,
Gannawarra,CGA,au.nem.vic.gannbess,GANNBG1,VIC1,operating,battery_discharging,,,30.0,
Gannawarra,CGA,au.nem.vic.gannbess,GANNBL1,VIC1,operating,battery_charging,,,30.0,
Yawong,CGC,au.nem.vic.yawwf,YAWWF1,VIC1,operating,wind,,,7.0,
Susan River,CGB,au.nem.qld.srsf,SRSF1,QLD1,operating,solar_utility,,,85.0,
Childers,CG3,au.nem.qld.childsf,CHILDSF1,QLD1,operating,solar_utility,,,64.0,
Tailem Bend 1,CGE,au.nem.sa.tbsf,TBSF1,SA1,operating,solar_utility,,,108.0,
Lincoln Gap,CGF,au.nem.sa.lgapwf1,LGAPWF1,SA1,committed,wind,,,212.0,
Lilyvale,CG4,au.nem.qld.lilyvasf,LILYSF1,QLD1,commissioning,solar_utility,,,118.0,
Oakey 1,CGG,au.nem.qld.oakey1sf,OAKEY1SF,QLD1,operating,solar_utility,,,30.0,
Murra Warra,CGH,au.nem.vic.muwawf,MUWAWF1,VIC1,commissioning,wind,,,231.0,
Beryl,CG5,au.nem.nsw.berylsf,BERYLSF1,NSW1,operating,solar_utility,,,98.0,
Numurkah,CGT,au.nem.vic.numurksf,NUMURSF1,VIC1,operating,solar_utility,,,74.0,
Haughton,CGK,au.nem.qld.haught1,HAUGHT11,QLD1,operating,bioenergy_biogas,,,132.0,
Rugby Run,CG6,au.nem.qld.rugbyr,RUGBYR1,QLD1,operating,solar_utility,,,83.0,
Coopers Gap,CGP,au.nem.qld.coopgwf,COOPGWF1,QLD1,commissioning,wind,,,69.0,
Clermont,CG8,au.nem.qld.clermsf,CLERMSF1,QLD1,operating,solar_utility,,,92.0,
Yendon,CGR,au.nem.vic.yendonwf,YENDWF1,VIC1,commissioning,wind,,,144.0,
Oakey 2,CGS,au.nem.qld.oakey2sf,OAKEY2SF,QLD1,commissioning,solar_utility,,,65.0,
Yarranlea,CG9,au.nem.qld.yaransf,YARANSF1,QLD1,commissioning,solar_utility,,,121.0,
Limondale 2,CGW,au.nem.nsw.limosf2,LIMOSF21,NSW1,operating,solar_utility,,,38.0,
Tableland Mill 2,CGY,au.nem.qld.tabmill2,TABMILL2,QLD1,operating,bioenergy_biomass,,,24.0,
Bulgana Green,CHZ,au.nem.vic.bulgana,BULGANA1,VIC1,committed,wind,,,182.0,
Goonumbla,CHA,au.nem.nsw.goonsf,GOONSF1,NSW1,operating,solar_utility,,,85.0,
Lake Bonney,CHC,au.nem.sa.lbbess,LBBG1,SA1,operating,battery_discharging,,,25.0,
Barker Inlet,CH2,au.nem.sa.barkips,BARKIPS1,SA1,operating,gas_recip,,,211.0,
Finley,CHB,au.nem.nsw.finleysf,FINLYSF1,NSW1,operating,solar_utility,,,162.0,
Dundonnell,CH3,au.nem.vic.dundwf,DUNDWF1,VIC1,commissioning,wind,,,335.0,
Dundonnell,CH3,au.nem.vic.dundwf,DUNDWF2,VIC1,commissioning,wind,,,335.0,
Dundonnell,CH3,au.nem.vic.dundwf,DUNDWF3,VIC1,commissioning,wind,,,335.0,
Limondale 1,CHF,au.nem.nsw.limosf1,LIMOSF11,NSW1,committed,solar_utility,,,275.0,
Cattle Hill,CHG,au.nem.tas.cthlwf,CTHLWF1,TAS1,commissioning,wind,,,148.0,
Elaine,CHH,au.nem.vic.elainewf,ELAINWF1,VIC1,commissioning,wind,,,83.0,
Maryrorough,CH5,au.nem.qld.maryrsf,MARYRSF1,QLD1,committed,solar_utility,,,33.0,
Bomen,CHT,au.nem.nsw.bomensf,BOMENSF1,NSW1,commissioning,solar_utility,,,121.0,
Nevertire,CHK,au.nem.nsw.neversf,NEVERSF1,NSW1,commissioning,solar_utility,,,132.0,
Granville Harbour,CH6,au.nem.tas.granwf,GRANWF1,TAS1,commissioning,wind,,,110.0,
Cherry Tree,CH7,au.nem.vic.chytwf,CHYTWF1,VIC1,commissioning,wind,,,57.0,
Ferguson North,28F,au.nem.vic.fnwf,FNWF1,VIC1,operating,wind,,,4.0,
Numurkah,29S,au.nem.vic.numursf,NUMURSF2,VIC1,operating,solar_utility,,,38.0,
Smithfield,2XK,au.nem.nsw.sithe0,SITHE04,NSW1,operating,gas_ccgt,,,,
Adelaide Airport,33Z,au.nem.sa.0nadeair,0NADEAIR_1,SA1,operating,solar_utility,,,1.0,
Adelaide Airport,33Z,au.nem.sa.0nadeair,0NADEAIR_2,SA1,operating,solar_utility,,,1.0,
Adelaide Zoo,33A,au.nem.sa.0nazss,0NAZSS_0,SA1,operating,solar_utility,,,0.15,
Aeroten Leongatha,33C,au.nem.vic.0naeleso,0NAELESO_0,VIC1,operating,solar_utility,,,0.2,
Albury,332,au.nem.nsw.0naref,0NAREF_0,NSW1,operating,bioenergy_biogas,,,1.12,
Aldi Brendale,33B,au.nem.qld.0naldbre,0NALDBRE_0,QLD1,operating,solar_utility,,,0.93,
Bakers Maison,33G,au.nem.nsw.0nbakmai,0NBAKMAI_0,NSW1,operating,solar_utility,,,0.22,
Ballarat,33T,au.nem.vic.0nball,0NBALL_0,VIC1,operating,bioenergy_biogas,,,0.79,
Bango,337,au.nem.nsw.0nb9wf,0NB9WF_1,NSW1,committed,wind,,,159.0,
Bayswood Timber Hallam,33Y,au.nem.vic.0nbthv,0NBTHV_0,VIC1,operating,solar_utility,,,0.15,
Beaconhills College Berwick,3EZ,au.nem.vic.0nbecobe,0NBECOBE_0,VIC1,operating,solar_utility,,,0.2,
Belconnen,3EA,au.nem.nsw.0nbelc,0NBELC_0,NSW1,operating,bioenergy_biogas,,,1.03,
Belrose,3EC,au.nem.nsw.0nbelr,0NBELR_0,NSW1,operating,bioenergy_biogas,,,1.03,
Bendigo,3E2,au.nem.vic.0nbend,0NBEND_0,VIC1,operating,bioenergy_biogas,,,0.5,
Berrybank,3EB,au.nem.vic.0nbewifa,0NBEWIFA_1,VIC1,committed,wind,,,180.6,
BHP Olympic Dam,3EF,au.nem.sa.0nbodbg,0NBODBG_0,SA1,operating,distillate,,,30.0,
Biala,3E4,au.nem.nsw.0nbiwifa,0NBIWIFA_1,NSW1,committed,wind,,,110.67,
Birkdale,3EG,au.nem.qld.0nbirk,0NBIRK_0,QLD1,operating,bioenergy_biogas,,,0.79,
Blayney,3EH,au.nem.nsw.blayney,0NBLAY_1,NSW1,operating,wind,,,9.9,
Boronia,3ER,au.nem.vic.0nbomihy,0NBOMIHY_0,VIC1,operating,hydro,,,0.11,
Bridgewater,3EW,au.nem.vic.0nbrid,0NBRID_0,VIC1,operating,solar_utility,,,1.3,
Bunurong Bangholme,3FG,au.nem.vic.0nb2kspb,0NB2KSPB_0,VIC1,operating,solar_utility,,,0.26,
Cardinia Creek Mini Hydro,3FR,au.nem.vic.0nccmh,0NCCMH_0,VIC1,operating,hydro,,,0.09,
Carina West,3FS,au.nem.vic.0ncaweh2,0NCAWEH2_0,VIC1,operating,bioenergy_biomass,,,3.1,
Cedar Meats Geelong,3FY,au.nem.vic.0ncmsg,0NCMSG_0,VIC1,operating,solar_utility,,,0.2,
Chillamurra,34E,au.nem.nsw.0nchil,0NCHIL_0,NSW1,operating,solar_utility,,,4.77,
Chillamurra,34F,au.nem.qld.0nchsofa,0NCHSOFA_1,QLD1,operating,solar_utility,,,3.6,
Churchill Abattoir,344,au.nem.qld.0ncax,0NCAX_0,QLD1,operating,solar_utility,,,0.91,
Club Merrylands,346,au.nem.nsw.0nclumer,0NCLUMER_0,NSW1,operating,distillate,,,,
Cohuna,348,au.nem.vic.0ncosofa,0NCOSOFA_1,VIC1,committed,solar_utility,,,31.1,
Collector,34S,au.nem.nsw.0ncoll,0NCOLL_1,NSW1,committed,wind,,,226.8,
Crookwell,3G2,au.nem.nsw.crookwel,0NCROO_7,NSW1,operating,wind,,,4.8,
Crudine Ridge,3GE,au.nem.nsw.0ncrwf,0NCRWF_1,NSW1,committed,wind,,,138.01,
Darlington Point,3GT,au.nem.nsw.0ndpsf,0NDPSF_1,NSW1,committed,solar_utility,,,274.97,
De Bortoli Wines,3G7,au.nem.nsw.0ndebowi,0NDEBOWI_0,NSW1,operating,solar_utility,,,0.23,
Horsley Park,3G8,au.nem.nsw.0ndshp,0NDSHP_0,NSW1,operating,solar_utility,,,0.1,
Draytons Family Wines,3GR,au.nem.nsw.0ndsfws,0NDSFWS_0,NSW1,operating,solar_utility,,,0.2,
Dunblane,3GS,au.nem.qld.0ndusofa,0NDUSOFA_3,QLD1,operating,solar_utility,,,7.2,
Flavorite Marketing,3H4,au.nem.vic.0nflamar,0NFLAMAR_0,VIC1,operating,solar_utility,,,0.15,
FPC Green Energy,3HG,au.nem.qld.0nfpgren,0NFPGREN_0,QLD1,operating,bioenergy_biomass,,,30.0,
Fraser Coast Community,3HH,au.nem.qld.0nfccsf,0NFCCSF_0,QLD1,operating,solar_utility,,,0.4,
Gangarri,3H5,au.nem.qld.0ngasofa,0NGASOFA_1,QLD1,committed,solar_utility,,,119.88,
Glenorchy,3HS,au.nem.tas.0nglen,0NGLEN_1,TAS1,operating,bioenergy_biogas,,,3.38,
Glenrowan West Sun,3H9,au.nem.vic.0ngwsf,0NGWSF_1,VIC1,committed,solar_utility,,,132.0,
Hobart,356,au.nem.tas.0nhoba,0NHOBA_0,TAS1,operating,bioenergy_biogas,,,1.0,
Inkerman Mill,3TZ,au.nem.qld.0ninkmil,0NINKMIL_0,QLD1,operating,bioenergy_biomass,,,12.5,
Inkerman Mill,3TZ,au.nem.qld.0ninkmil,0NINKMIL_1,QLD1,operating,bioenergy_biomass,,,12.5,
Jessica Way Truganina,3TB,au.nem.vic.0njwts,0NJWTS_0,VIC1,operating,solar_utility,,,0.36,
JL King & Co,3TE,au.nem.vic.0njkc1s,0NJKC1S_0,VIC1,operating,solar_utility,,,0.15,
Kalamia Mill,3TG,au.nem.qld.0nkalmil,0NKALMIL_0,QLD1,operating,bioenergy_biomass,,,9.0,
Kanowna,3TH,au.nem.nsw.0nkasofa,0NKASOFA_0,NSW1,operating,solar_utility,,,,
Kennedy Energy Park,3T6,au.nem.qld.0nkepp1s,0NKEPP1S_5,QLD1,committed,solar_utility,,,17.0,
Kennedy Energy Park,3T6,au.nem.qld.0nkepp1s,0NKEPP1S_1,QLD1,committed,battery_discharging,,,17.0,
Kiamal,3TP,au.nem.vic.0nksfs,0NKSFS1,VIC1,committed,solar_utility,,,199.95,
Kingscote,3TS,au.nem.sa.0nkipost,0NKIPOST_4,SA1,operating,distillate,,,10.0,
Lake Margaret,3KC,au.nem.tas.0nlakmar,0NLAKMAR_6,TAS1,operating,hydro,,,8.4,
Lake Somerset,3K2,au.nem.qld.0nlaksom,0NLAKSOM_0,QLD1,operating,hydro,,,4.3,
Lakeland,3KB,au.nem.qld.0nlsas,0NLSAS_1,QLD1,operating,solar_utility,,,12.5,
Llewellyn Motors,3KT,au.nem.qld.0nllemot,0NLLEMOT_1,QLD1,operating,solar_utility,,,0.34,
Lake Macquarie Community,3KK,au.nem.nsw.0nlwdps,0NLWDPS_0,NSW1,operating,solar_utility,,,0.08,
Lower Lake Margaret,3KP,au.nem.tas.0nlolama,0NLOLAMA_0,TAS1,operating,hydro,,,3.2,
Maryborough Mill,362,au.nem.qld.0nmarmil,0NMARMIL_1,QLD1,operating,bioenergy_biomass,,,3.5,
McNamee Partners,363,au.nem.qld.0nmcnpar,0NMCNPAR_7,QLD1,operating,solar_utility,,,0.26,
Middlemount Sun,36F,au.nem.qld.0nmisufa,0NMISUFA_0,QLD1,committed,solar_utility,,,26.0,
Midland Highway Orrvale,364,au.nem.vic.0nmihior,0NMIHIOR_0,VIC1,operating,solar_utility,,,0.51,
Molendinar,365,au.nem.qld.0nmole,0NMOLE_0,QLD1,operating,bioenergy_biogas,,,0.48,
Molong,36T,au.nem.nsw.0nmosofa,0NMOSOFA_1,NSW1,committed,solar_utility,,,36.08,
Moorabool,36K,au.nem.vic.0nmowifa,0NMOWIFA_1,VIC1,committed,wind,,,312.0,
Moranbah Workers,36P,au.nem.qld.0nmowoso,0NMOWOSO_0,QLD1,operating,solar_utility,,,0.21,
Mount Majura,36W,au.nem.nsw.0nmoumaj,0NMOUMAJ_0,NSW1,operating,solar_utility,,,2.3,
Mount Sheridan Plaza,36X,au.nem.qld.0nmoshpl,0NMOSHPL_0,QLD1,operating,solar_utility,,,0.3,
Mount Waverley,36Y,au.nem.vic.0nmwmh,0NMWMH_0,VIC1,operating,hydro,,,0.35,
Mugga Lane,373,au.nem.nsw.0nmuglan,0NMUGLAN_3,NSW1,operating,bioenergy_biogas,,,4.6,
NAWMA Balefill Uleybury,37K,au.nem.sa.0nnbsu,0NNBSU_1,SA1,operating,distillate,,,1.12,
Newhaven College,377,au.nem.vic.0nnewcol,0NNEWCOL_0,VIC1,operating,solar_utility,,,0.24,
Normanton,37P,au.nem.qld.0nnosofa,0NNOSOFA_0,QLD1,operating,solar_utility,,,4.96,
Nymboida,37R,au.nem.nsw.0nnymb,0NNYMB_0,NSW1,operating,hydro,,,0.69,
Oaky,37Y,au.nem.nsw.0noaky,0NOAKY_0,NSW1,operating,hydro,,,2.4,
Parkes Shire Council STP,3P2,au.nem.nsw.0npscs,0NPSCS_0,NSW1,operating,solar_utility,,,0.11,
Parkes Shire Council WTP,3PB,au.nem.nsw.0npscw,0NPSCW_0,NSW1,operating,solar_utility,,,0.11,
Penrith RSL,3PF,au.nem.nsw.0npersso,0NPERSSO_0,NSW1,operating,solar_utility,,,0.2,
Peterborough,3P4,au.nem.sa.0npesofa,0NPESOFA_1,SA1,operating,solar_utility,,,4.9,
Proserpine,3P8,au.nem.qld.0npros,0NPROS_0,QLD1,operating,bioenergy_biomass,,,17.0,
Proserpine,3P8,au.nem.qld.0npros,0NPROS_1,QLD1,operating,bioenergy_biomass,,,17.0,
Proten,3PR,au.nem.nsw.0nproten,0NPRFA60,NSW1,operating,solar_utility,,,2.18,
Proten,3PR,au.nem.nsw.0nproten,0NPRFA61,NSW1,operating,solar_utility,,,2.18,
Proten,3PR,au.nem.nsw.0nproten,0NPRFA74_2,NSW1,operating,solar_utility,,,2.18,
Proten,3PR,au.nem.nsw.0nproten,0NPF77_3,NSW1,operating,solar_utility,,,2.18,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE1_0,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE1,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE1_2,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE1_3,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE1_4,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE4_5,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE5_6,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE6_7,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE7_8,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE8_1,SA1,operating,solar_utility,,,2.72,
Redmud Green Energy,3P9,au.nem.sa.0nredmud,0NRGE9_1,SA1,operating,solar_utility,,,2.72,
Revesby Workers Club,38A,au.nem.nsw.0nrewocl,0NREWOCL_1,NSW1,operating,distillate,,,,
Rewaste Wollert,38C,au.nem.vic.0nrewwol,0NREWWOL_0,VIC1,operating,bioenergy_biogas,,,1.06,
Aquatic & Leasure Centre,38H,au.nem.sa.0nsalc,0NSALC_0,SA1,operating,solar_utility,,,0.51,
SA VPP,385,au.nem.sa.0nsgvpps,0NSGVPPS_0,SA1,operating,battery_discharging,,,5.5,
SA VPP,385,au.nem.sa.0nsgvpps,0NSGVPPS_1,SA1,committed,battery_discharging,,,5.5,
Sale Hospital,38T,au.nem.vic.0nsahoso,0NSAHOSO_0,VIC1,operating,solar_utility,,,0.26,
SCS Shepparton,387,au.nem.vic.0nscsshe,0NSCSSHE_0,VIC1,operating,solar_utility,,,0.3,
Seacliff,38P,au.nem.sa.0nsemihy,0NSEMIHY_0,SA1,operating,hydro,,,1.35,
Shamic Sheetmetal,388,au.nem.vic.0nshashe,0NSHASHE_0,VIC1,operating,solar_utility,,,0.31,
Shepparton,38R,au.nem.vic.0nshep,0NSHEP_0,VIC1,operating,bioenergy_biomass,,,0.78,
SIPS Staypylton Industrial,38Y,au.nem.qld.0nssips,0NSSIPS_0,QLD1,operating,solar_utility,,,0.15,
Snowy 2.0,3R2,au.nem.nsw.0nsn20,0NSN20_5,NSW1,committed,pumps,,,2040.0,
