Mount Emerald,nem_490,MEWF1,QLD1,operating,MEWF1,wind,127.65
Mount Emerald,nem_490,MEWF1,QLD1,operating,MEWF1,wind,52.8
Mount Sheridan Plaza,nem_736,,QLD1,operating,,solar_utility,0.2995
Mt Emerald,nem_184,MEWF,QLD1,operating,MEWF1,wind,180.0
Mt Stuart,nem_196,MSTUART,QLD1,operating,MSTUART1,distillate,144.0
Mt Stuart,nem_196,MSTUART,QLD1,operating,MSTUART2,distillate,144.0
Mt Stuart,nem_196,MSTUART,QLD1,operating,MSTUART3,distillate,131.0
Mulgrave Central Mill,nem_738,,QLD1,operating,,bioenergy_biomass,9.0
Normanton,nem_742,,QLD1,operating,,solar_utility,4.96
Oakey,nem_212,OAKEY,QLD1,operating,OAKEY1,gas_ocgt,141.0
Oakey,nem_212,OAKEY,QLD1,operating,OAKEY2,gas_ocgt,141.0
Oakey,nem_213,OAKEY1SF,QLD1,operating,OAKEY1SF,solar_utility,30.0
Oakey,nem_435,OAKEY1SF,QLD1,operating,OAKEY1SF,solar_utility,30.0
Oakey 2,nem_214,OAKEY2SF,QLD1,operating,OAKEY2SF,solar_utility,65.0
Oakey 2,nem_436,OAKEY2SF,QLD1,committed,OAKEY2SF,solar_utility,65.0
Oaky Creek,nem_217,OCPS,QLD1,operating,OAKYCREK,gas_recip,20.0
Oaky Creek 2,nem_216,OAKY2,QLD1,operating,OAKY2,gas_wcmg,15.0
Pioneer Sugar Mill,nem_222,PIONEER,QLD1,operating,PIONEER,bioenergy_biomass,68.0
Pioneer Sugar Mill,nem_600,,QLD1,operating,,bioenergy_biomass,
Pioneer Sugar Mill,nem_600,,QLD1,operating,,bioenergy_biomass,67.78
Plane Creek Mill,nem_749,,QLD1,operating,,bioenergy_biomass,10.0
Plane Creek Mill,nem_749,,QLD1,operating,,bioenergy_biomass,4.0
Proserpine,nem_750,,QLD1,operating,,bioenergy_biomass,11.0
Proserpine,nem_750,,QLD1,operating,,bioenergy_biomass,6.0
Racecourse Mill,nem_233,RACOMIL,QLD1,operating,RACOMIL1,bioenergy_biomass,48.5
Racecourse Mill,nem_561,RACOMIL1,QLD1,operating,RACOMIL1,bioenergy_biomass,38.0
Racecourse Mill,nem_561,RACOMIL1,QLD1,operating,RACOMIL1,bioenergy_biomass,3.5
Racecourse Mill,nem_561,RACOMIL1,QLD1,operating,RACOMIL1,bioenergy_biomass,7.0
Rochedale,nem_238,ROCHEDAL,QLD1,operating,ROCHEDAL,bioenergy_biogas,4.0
Rochedale,nem_755,,QLD1,operating,,bioenergy_biogas,4.492
Rocky Point Cogen,nem_242,RPCG,QLD1,operating,RPCG,bioenergy_biomass,30.0
Rocky Point Cogeneration,nem_605,RPCG,QLD1,operating,RPCG,bioenergy_biomass,30.0
Roghan Road,nem_93,EDLRGNRD,QLD1,operating,EDLRGNRD,bioenergy_biogas,2.0
Roghan Road,nem_460,EDLRGNRD,QLD1,operating,EDLRGNRD,bioenergy_biomass,2.0
Roma,nem_239,ROMA,QLD1,operating,ROMA_7,gas_ocgt,40.0
Roma,nem_239,ROMA,QLD1,operating,ROMA_8,gas_ocgt,40.0
Ross River,nem_243,RRSF,QLD1,operating,RRSF1,solar_utility,128.0
Ross River,nem_606,RRSF1,QLD1,operating,RRSF1,solar_utility,128.0
Rugby Run,nem_245,RUGBYR,QLD1,operating,RUGBYR1,solar_utility,83.0
Rugby Run,nem_405,RUGBYR1,QLD1,operating,RUGBYR1,solar_utility,83.0
SIPS Staypylton Industrial,nem_764,,QLD1,operating,,solar_utility,0.15
Somerset Dam,nem_766,,QLD1,operating,,solar_utility,3.2
South Johnstone Mill,nem_767,,QLD1,operating,,bioenergy_biomass,2.0
South Johnstone Mill,nem_767,,QLD1,operating,,bioenergy_biomass,7.8
South Johnstone Mill,nem_767,,QLD1,operating,,bioenergy_biomass,9.5
Southbank Institute Of Technology,nem_270,STHBKTEC,QLD1,operating,STHBKTEC,distillate,1.0
St Ursula's College Yeppoon,nem_770,,QLD1,operating,,solar_utility,0.1738
Stanwell,nem_266,STANWELL,QLD1,operating,STAN-1,coal_black,365.0
Stanwell,nem_266,STANWELL,QLD1,operating,STAN-2,coal_black,365.0
Stanwell,nem_266,STANWELL,QLD1,operating,STAN-4,coal_black,365.0
Stanwell,nem_266,STANWELL,QLD1,operating,STAN-3,coal_black,365.0
Stapylton,nem_267,STAPYLTON,QLD1,operating,STAPYLTON1,bioenergy_biogas,3.0
Stapylton,nem_559,STAPYLTON1,QLD1,operating,STAPYLTON1,bioenergy_biomass,0.46
Stapylton,nem_559,STAPYLTON1,QLD1,operating,STAPYLTON1,bioenergy_biomass,0.765
Stapylton,nem_559,STAPYLTON1,QLD1,operating,STAPYLTON1,bioenergy_biomass,2.14
Sun Metals,nem_254,SMCSF,QLD1,operating,SMCSF1,solar_utility,117.0
Sun Metals,nem_641,SMCSF1,QLD1,operating,SMCSF1,solar_utility,6.0
Sun Metals,nem_641,SMCSF1,QLD1,operating,SMCSF1,solar_utility,118.0
Suncoast Gold Macadamias,nem_272,SUNCOAST,QLD1,retired,SUNCOAST,bioenergy_biomass,1.0
Sunshine Coast,nem_299,VALDORA,QLD1,operating,VALDORA1,solar_utility,15.0
Suntown,nem_775,,QLD1,operating,,bioenergy_biogas,1.025
Suntown,nem_775,,QLD1,operating,,bioenergy_biogas,0.77
Susan River,nem_264,SRSF,QLD1,operating,SRSF1,solar_utility,85.0
Susan River,nem_642,SRSF1,QLD1,operating,SRSF1,solar_utility,85.26
Swanbank,nem_342,SWAN_E,QLD1,operating,SWAN_E,gas_ccgt,385.0
Swanbank,nem_777,,QLD1,operating,,bioenergy_biogas,1.123
Swanbank,nem_777,,QLD1,operating,,bioenergy_biogas,0.364
Swanbank B,nem_343,SWAN_B,QLD1,retired,SWAN_B_2,coal_black,125.0
Swanbank B,nem_343,SWAN_B,QLD1,retired,SWAN_B_1,coal_black,125.0
Swanbank B,nem_343,SWAN_B,QLD1,retired,SWAN_B_3,coal_black,125.0
Swanbank B,nem_343,SWAN_B,QLD1,retired,SWAN_B_4,coal_black,125.0
Tableland Mill,nem_274,TABMILL2,QLD1,operating,TABMILL2,bioenergy_biomass,24.0
Tableland Mill 2,nem_566,TABMILL2,QLD1,operating,TABMILL2,bioenergy_biomass,24.0
Tarong,nem_278,TARONG,QLD1,operating,TARONG#4,coal_black,350.0
Tarong,nem_278,TARONG,QLD1,operating,TARONG#3,coal_black,350.0
Tarong,nem_278,TARONG,QLD1,operating,TARONG#1,coal_black,350.0
Tarong,nem_278,TARONG,QLD1,operating,TARONG#2,coal_black,350.0
Tarong,nem_638,TARONG#1,QLD1,operating,TARONG#1,distillate,350.0
Tarong North,nem_279,TARONGN,QLD1,operating,TNPS1,coal_black,443.0
Todae DHP,nem_781,,QLD1,operating,,solar_utility,0.9541
Todae Holy Spirit Northside,nem_789,,QLD1,operating,,solar_utility,0.3932
Todae Lourdes,nem_795,,QLD1,operating,,solar_utility,0.2637
Todae Mitchelton,nem_792,,QLD1,operating,,solar_utility,0.1746
Todae Private Brisbane,nem_793,,QLD1,operating,,solar_utility,0.1705
Todae Toowoomba,nem_794,,QLD1,operating,,solar_utility,0.2601
Tong Park Agricultural Waste,nem_797,,QLD1,operating,,bioenergy_biomass,1.228
Townsville,nem_333,YABULU,QLD1,operating,YABULU,gas_ccgt,160.0
Townsville,nem_333,YABULU,QLD1,operating,YABULU2,gas_ccgt,82.0
University Of Southern Queensland Toowoomba,nem_804,,QLD1,operating,,solar_utility,1.09
Valdora,nem_439,VALDORA1,QLD1,operating,VALDORA1,solar_utility,15.0
Veolia Ti Tree,nem_290,TITREE,QLD1,operating,TITREE,bioenergy_biogas,2.0
Veolia Ti Tree,nem_654,TITREE,QLD1,operating,TITREE,bioenergy_biomass,2.0
Victoria Mill,nem_300,VICMILL,QLD1,operating,VICMILL1,bioenergy_biomass,24.0
Victoria Mill,nem_661,,QLD1,operating,,bioenergy_biomass,24.0
Victoria Mill,nem_661,,QLD1,operating,,bioenergy_biomass,
Vulcan Yatala,nem_807,,QLD1,operating,,solar_utility,0.1966
Warwick,nem_809,,QLD1,committed,,solar_utility,32.104
Warwick,nem_809,,QLD1,committed,,solar_utility,32.104
Whitsunday,nem_312,WHITSF,QLD1,operating,WHITSF1,solar_utility,57.0
Whitsunday,nem_658,WHITSF1,QLD1,operating,WHITSF1,solar_utility,57.5
Whitwood Road,nem_311,WHIT1,QLD1,operating,WHIT1,bioenergy_biogas,1.0
Whitwood Road,nem_586,WHIT1,QLD1,operating,WHIT1,bioenergy_biomass,1.0
Windy Hill,nem_315,WINDHILL,QLD1,operating,WHILL1,wind,12.0
Windy Hill,nem_662,WHILL1,QLD1,operating,WHILL1,wind,12.0
Wivenhoe,nem_318,WIVENHOE,QLD1,operating,W/HOE#1,hydro,285.0
Wivenhoe,nem_318,WIVENHOE,QLD1,operating,PUMP1,pumps,240.0
Wivenhoe,nem_318,WIVENHOE,QLD1,operating,PUMP2,pumps,240.0
Wivenhoe,nem_318,WIVENHOE,QLD1,operating,W/HOE#2,hydro,285.0
Wivenhoe,nem_319,WIVENSH,QLD1,operating,WIVENSH,hydro,5.0
Woolcock Centre,nem_812,,QLD1,operating,,solar_utility,0.2956
Yarranlea,nem_336,YARANSF,QLD1,commissioning,YARANSF1,solar_utility,121.0
Yarranlea,nem_664,YARANSF1,QLD1,operating,YARANSF1,solar_utility,121.0
Yarwun,nem_337,YARWUN,QLD1,operating,YARWUN_1,gas_ccgt,154.0
Adelaide Airport,nem_665,,SA1,operating,,solar_utility,0.96
Adelaide Airport,nem_665,,SA1,operating,,solar_utility,0.04
Adelaide Zoo,nem_666,,SA1,operating,,solar_utility,0.1508
Amcor Glass,nem_5,AMCORGR,SA1,retired,AMCORGR,distillate,4.0
Angaston,nem_6,ANGASTON,SA1,operating,ANGAS2,distillate,20.0
Angaston,nem_6,ANGASTON,SA1,operating,ANGAST1,distillate,50.0
Angaston,nem_6,ANGASTON,SA1,operating,ANGAS1,distillate,30.0
Angaston,nem_618,ANGAST1,SA1,operating,ANGAST1,distillate,50.0
Aquatic & Leasure Centre,nem_756,,SA1,operating,,solar_utility,0.512
BHP Olympic Dam,nem_679,,SA1,operating,,distillate,30.0
Barker Inlet,nem_19,BARKIPS,SA1,operating,BARKIPS1,gas_recip,211.0
Blue Lake Milling,nem_33,BLULAKE,SA1,retired,BLULAKE1,distillate,1.0
Blue Lake Milling,nem_683,,SA1,operating,,distillate,0.505
Bolivar Waste,nem_38,BOLIVAR,SA1,operating,BOLIVAR1,bioenergy_biogas,10.0
Bungala One,nem_34,BNGSF1,SA1,operating,BNGSF1,solar_utility,135.0
Bungala One,nem_587,BNGSF1,SA1,operating,BNGSF1,solar_utility,135.0
Bungala Two,nem_35,BNGSF2,SA1,committed,BNGSF2,solar_utility,135.0
Bungala Two,nem_588,BNGSF2,SA1,operating,BNGSF2,solar_utility,135.0
Canunda,nem_51,CANUNDA1,SA1,operating,CNUNDAWF,wind,46.0
Canunda,nem_409,CNUNDAWF,SA1,operating,CNUNDAWF,wind,46.0
Cathedral Rocks,nem_53,CATHROCK,SA1,operating,CATHROCK,wind,66.0
Cathedral Rocks,nem_412,CATHROCK,SA1,operating,CATHROCK,wind,66.0
Clements Gap,nem_63,CLEMGPWF,SA1,operating,CLEMGPWF,wind,57.0
Clements Gap,nem_590,CLEMGPWF,SA1,operating,CLEMGPWF,wind,57.0
Dalrymple North,nem_82,DALNTH,SA1,operating,DALNTHL1,battery_charging,30.0
Dalrymple North,nem_82,DALNTH,SA1,operating,DALNTH01,battery_discharging,30.0
Dalrymple North Energy,nem_499,DALNTH01,SA1,operating,DALNTH01,battery_discharging,30.0
Dry Creek,nem_89,DRYCGT,SA1,operating,DRYCGT1,gas_ocgt,52.0
Dry Creek,nem_89,DRYCGT,SA1,operating,DRYCGT3,gas_ocgt,52.0
Dry Creek,nem_89,DRYCGT,SA1,operating,DRYCGT2,gas_ocgt,52.0
Government Virtual,nem_757,,SA1,committed,,battery_discharging,5.0
Government Virtual,nem_757,,SA1,operating,,battery_discharging,0.5
Hallett,nem_1,AGLHAL,SA1,operating,AGLHAL,gas_ocgt,217.0
Hallett,nem_121,HALLWF,SA1,operating,HALLWF1,wind,95.0
Hallett,nem_383,HALLWF1,SA1,operating,HALLWF1,wind,94.5
Hallett 2,nem_122,HALLWF2,SA1,operating,HALLWF2,wind,71.0
Hallett 2,nem_384,HALLWF2,SA1,operating,HALLWF2,wind,71.4
Highbury,nem_129,HIGHBRY,SA1,retired,HIGHBRY1,bioenergy_biogas,2.0
Hornsdale,nem_131,HORNSDAL,SA1,operating,HDWF1,wind,102.0
Hornsdale,nem_510,HDWF1,SA1,operating,HDWF1,wind,102.4
Hornsdale 2,nem_132,HORNSDAL2,SA1,operating,HDWF2,wind,102.0
Hornsdale 2,nem_511,HDWF2,SA1,operating,HDWF2,wind,102.4
Hornsdale 3,nem_133,HORNSDAL3,SA1,operating,HDWF3,wind,112.0
Hornsdale 3,nem_512,HDWF3,SA1,operating,HDWF3,wind,112.0
Hornsdale Reserve,nem_134,HORNSDPR,SA1,operating,HPRG1,battery_discharging,100.0
Hornsdale Reserve,nem_134,HORNSDPR,SA1,operating,HPRL1,battery_charging,120.0
Hornsdale Reserve,nem_508,HPRG1,SA1,operating,HPRG1,battery_discharging,150.0
Kingscote,nem_719,,SA1,operating,,distillate,10.0
Ladbroke Grove,nem_155,LADBROKE,SA1,operating,LADBROK2,gas_ocgt,40.0
Ladbroke Grove,nem_155,LADBROKE,SA1,operating,LADBROK1,gas_ocgt,40.0
Lake Bonney,nem_156,LBBESS,SA1,operating,LBBG1,battery_discharging,25.0
Lake Bonney,nem_163,LKBONNY1,SA1,operating,LKBONNY1,wind,81.0
Lake Bonney,nem_546,LBBG1,SA1,operating,LBBG1,battery_discharging,25.0
Lake Bonney,nem_548,LKBONNY3,SA1,operating,LKBONNY3,wind,39.0
Lake Bonney,nem_549,LKBONNY1,SA1,operating,LKBONNY1,wind,80.5
Lake Bonney 2,nem_165,LKBONNY_2,SA1,operating,LKBONNY2,wind,159.0
Lake Bonney 3,nem_164,LKBONNY3,SA1,operating,LKBONNY3,wind,39.0
Lake Bonney Windfarm,nem_547,LKBONNY2,SA1,operating,LKBONNY2,wind,159.0
Lincoln Gap,nem_158,LGAPWF1,SA1,committed,LGAPWF1,wind,212.4
Lincoln Gap,nem_555,LGAPWF1,SA1,operating,LGAPWF1,wind,212.4
Lonsdale,nem_169,LONSDALE,SA1,operating,LONSDALE,distillate,21.0
Mintaro,nem_187,MINTARO,SA1,operating,MINTNL1,gas_ocgt,25.0
Mintaro,nem_187,MINTARO,SA1,operating,MINTARO,gas_ocgt,90.0
Mt Millar,nem_199,MTMILLAR,SA1,operating,MTMILLAR,wind,70.0
Mt Millar,nem_570,MTMILLAR,SA1,operating,MTMILLAR,wind,70.0
Nawma Balefill Site Uleybury,nem_740,,SA1,operating,,solar_utility,1.15
North Brown Hill,nem_204,NBHWF,SA1,operating,NBHWF1,wind,132.0
North Brown Hill,nem_385,NBHWF1,SA1,operating,NBHWF1,wind,132.3
Northern,nem_208,NORTHP,SA1,retired,NPS1,coal_brown,265.0
Northern,nem_208,NORTHP,SA1,retired,NPS2,coal_brown,265.0
Northern,nem_208,NORTHP,SA1,retired,NPSNL2,coal_brown,100.0
Northern,nem_208,NORTHP,SA1,retired,NPSNL1,coal_brown,100.0
Osborne,nem_218,OSBORNE,SA1,operating,OSB-AG,gas_ccgt,180.0
Pedler Creek,nem_220,PEDLER,SA1,retired,PEDLER1,bioenergy_biogas,3.0
Pelican Point,nem_209,NPPPPS,SA1,operating,PPCCGT,gas_ccgt,478.0
Peterborough,nem_748,,SA1,operating,,solar_utility,4.9
Playford B,nem_223,PLAYF,SA1,retired,PLAYB-AG,coal_brown,240.0
Playford B,nem_223,PLAYF,SA1,retired,PLAYFB1,coal_brown,60.0
Playford B,nem_223,PLAYF,SA1,retired,PLAYFB2,coal_brown,60.0
Playford B,nem_223,PLAYF,SA1,retired,PLAYFB4,coal_brown,60.0
Playford B,nem_223,PLAYF,SA1,retired,PLAYFB3,coal_brown,60.0
Port Lincoln,nem_226,PORTLCN,SA1,operating,POR01,distillate,50.0
Port Lincoln,nem_226,PORTLCN,SA1,operating,POR03,distillate,23.0
Port Stanvac,nem_265,STANVAC,SA1,operating,PTSTAN1,distillate,57.6
Port Stanvac,nem_265,STANVAC,SA1,operating,STANV2,distillate,58.0
Port Stanvac,nem_265,STANVAC,SA1,operating,STANV1,distillate,58.0
Quarantine,nem_231,QUARANTN,SA1,operating,QPS1,gas_ocgt,29.0
Quarantine,nem_231,QUARANTN,SA1,operating,QPS5,gas_ocgt,128.0
Quarantine,nem_231,QUARANTN,SA1,operating,QPS4,gas_ocgt,24.0
Quarantine,nem_231,QUARANTN,SA1,operating,QPS3,gas_ocgt,24.0
Quarantine,nem_231,QUARANTN,SA1,operating,QPS2,gas_ocgt,24.0
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.6
Redmud Green Energy,nem_752,,SA1,operating,,solar_utility,0.212
Seacliff,nem_760,,SA1,operating,,hydro,1.35
Snowtown,nem_257,SNOWTOWN,SA1,operating,SNOWTWN1,wind,99.0
Snowtown,nem_615,SNOWTWN1,SA1,operating,SNOWTWN1,wind,99.0
Snowtown North,nem_255,SNOWNTH,SA1,operating,SNOWNTH1,wind,144.0
Snowtown North,nem_617,SNOWNTH1,SA1,operating,SNOWNTH1,wind,144.0
Snowtown South,nem_256,SNOWSTH,SA1,operating,SNOWSTH1,wind,126.0
Snowtown South,nem_616,SNOWSTH1,SA1,operating,SNOWSTH1,wind,126.0
Snuggery,nem_262,SNUG,SA1,operating,SNUG2,distillate,21.0
Snuggery,nem_262,SNUG,SA1,operating,SNUG1,distillate,21.0
Snuggery,nem_262,SNUG,SA1,operating,SNUGNL1,distillate,25.0
Snuggery,nem_262,SNUG,SA1,operating,SNUG3,distillate,21.0
Starfish Hill,nem_268,STARFHILL,SA1,operating,STARHLWF,wind,35.0
Starfish Hill,nem_640,STARHLWF,SA1,operating,STARHLWF,wind,34.5
Tailem Bend,nem_283,TBSF,SA1,operating,TBSF1,solar_utility,108.0
Tailem Bend Project,nem_653,TBSF1,SA1,operating,TBSF1,solar_utility,108.0
Tataria,nem_281,TATIARA,SA1,operating,TATIARA1,distillate,1.0
Tea Tree Gully,nem_284,TEATREE,SA1,retired,TEATREE1,bioenergy_biogas,1.0
Temporary Generation North,nem_248,SATGN,SA1,operating,SATGN1,distillate,154.0
Temporary Generation South,nem_249,SATGS,SA1,operating,SATGS1,distillate,123.0
Terminal,nem_286,TERMSTOR,SA1,retired,TERMSTOR,hydro,2.0
Terminal,nem_780,,SA1,operating,,hydro,1.86
The Bluff,nem_32,BLUFF,SA1,operating,BLUFF1,wind,52.5
The Bluff,nem_386,BLUFF1,SA1,operating,BLUFF1,wind,52.5
Torrens Island,nem_292,TORRIS,SA1,operating,TORRB2,gas_steam,200.0
Torrens Island,nem_292,TORRIS,SA1,operating,TORRA1,gas_steam,120.0
Torrens Island,nem_292,TORRIS,SA1,operating,TORRA2,gas_steam,120.0
Torrens Island,nem_292,TORRIS,SA1,operating,TORRA4,gas_steam,120.0
Torrens Island,nem_292,TORRIS,SA1,operating,TORRB3,gas_steam,200.0
Torrens Island,nem_292,TORRIS,SA1,operating,TORRA3,gas_steam,120.0
Torrens Island,nem_292,TORRIS,SA1,operating,TORRB1,gas_steam,200.0
Torrens Island,nem_292,TORRIS,SA1,operating,TORRB4,gas_steam,200.0
Vibe Energy,nem_806,,SA1,operating,,distillate,0.8
Vibe Energy,nem_806,,SA1,operating,,distillate,1.34
Water Bolivar Waste Wwt,nem_633,BOLIVAR1,SA1,operating,BOLIVAR1,bioenergy_biomass,
Water Bolivar Waste Wwt,nem_633,BOLIVAR1,SA1,operating,BOLIVAR1,bioenergy_biomass,9.9
Waterloo,nem_303,WATERLWF,SA1,operating,WATERLWF,wind,130.0
Waterloo,nem_655,WATERLWF,SA1,operating,WATERLWF,wind,130.8
Waterloo,nem_655,WATERLWF,SA1,operating,WATERLWF,wind,
Wattle Point,nem_326,WPWF,SA1,operating,WPWF,wind,91.0
Wattle Point,nem_388,WPWF,SA1,operating,WPWF,wind,90.75
Willogoleche,nem_310,WGWF,SA1,operating,WGWF1,wind,119.0
Willogoleche,nem_660,WGWF1,SA1,operating,WGWF1,wind,91.92
Willogoleche,nem_660,WGWF1,SA1,operating,WGWF1,wind,27.44
Wingfield,nem_316,WINGF1,SA1,operating,WINGF1_1,bioenergy_biogas,5.0
Wingfield 2,nem_317,WINGF2,SA1,operating,WINGF2_1,bioenergy_biogas,5.0
Wingfield 2 Landfill,nem_462,WINGF2_1,SA1,operating,WINGF2_1,bioenergy_biomass,4.12
Wingfield Landfill,nem_461,WINGF1_1,SA1,operating,WINGF1_1,bioenergy_biomass,4.12
Yalumba Winery Angaston,nem_814,,SA1,operating,,solar_utility,1.14
Yalumba Winery Oxford Landing,nem_815,,SA1,operating,,solar_utility,0.2
Yes Sunlands,nem_817,,SA1,operating,,solar_utility,1.0
Bastyan,nem_21,BASTYAN,TAS1,operating,BASTYAN,hydro,80.0
Bell Bay,nem_24,BBDISEL1,TAS1,retired,BBDISEL1,distillate,75.0
Bell Bay,nem_27,BELLBAY,TAS1,retired,BELLBAY2,gas_steam,120.0
Bell Bay,nem_27,BELLBAY,TAS1,retired,BELLBAY1,gas_steam,120.0
Bell Bay Three,nem_25,BBP31,TAS1,operating,BBTHREE1,gas_ocgt,35.0
Bell Bay Three,nem_25,BBP31,TAS1,operating,BBTHREE2,gas_ocgt,35.0
Bell Bay Three,nem_25,BBP31,TAS1,operating,BBTHREE3,gas_ocgt,35.0
Bell Bay Three,nem_25,BBP31,TAS1,operating,TVPP104,gas_ocgt,58.0
Butlers Gorge,nem_48,BUTLERSG,TAS1,operating,BUTLERSG,hydro,15.0
Butlers Gorge,nem_518,BUTLERSG,TAS1,operating,BUTLERSG,hydro,14.4
Catagunya / Liapootah / Wayatinah,nem_519,LI_WY_CA,TAS1,operating,LI_WY_CA,hydro,173.7
Catagunya/liapootah/wayatinah,nem_162,LI_WY_CA,TAS1,operating,CATAGUN1,distillate,24.0
Catagunya/liapootah/wayatinah,nem_162,LI_WY_CA,TAS1,operating,LI_WY_CA,hydro,173.0
Cattle Hill,nem_79,CTHLWF,TAS1,committed,CTHLWF1,wind,148.0
Cattle Hill,nem_659,CTHLWF1,TAS1,operating,CTHLWF1,wind,148.0
Cethana,nem_56,CETHANA,TAS1,operating,CETHANA,hydro,85.0
Cluny,nem_66,CLUNY,TAS1,operating,CLUNY,hydro,19.0
Devils Gate,nem_88,DEVILS_G,TAS1,operating,DEVILS_G,hydro,60.0
Fisher,nem_102,FISHER,TAS1,operating,FISHER,hydro,43.0
George Town,nem_106,GEORGTWN,TAS1,retired,GEORGTN1,distillate,30.0
Glenorchy,nem_710,,TAS1,operating,,bioenergy_biogas,3.38
Gordon,nem_112,GORDON,TAS1,operating,GORDON,hydro,432.0
Gordon,nem_112,GORDON,TAS1,operating,GOVILLB1,hydro,25.0
Granville Harbour,nem_114,GRANWF,TAS1,committed,GRANWF1,wind,111.0
Granville Harbour,nem_498,GRANWF1,TAS1,operating,GRANWF1,wind,110.0
Hobart,nem_712,,TAS1,operating,,bioenergy_biogas,1.0
John Butters,nem_142,JBUTTERS,TAS1,operating,JBUTTERS,hydro,144.0
Lake Echo,nem_166,LK_ECHO,TAS1,operating,LK_ECHO,hydro,32.0
Lake Margaret,nem_720,,TAS1,operating,,hydro,8.4
Lemonthyme/wilmot,nem_157,LEM_WIL,TAS1,operating,LEM_WIL,hydro,82.0
Lower Lake Margaret,nem_725,,TAS1,operating,,hydro,3.2
Mackintosh,nem_177,MACKNTSH,TAS1,operating,MACKNTSH,hydro,80.0
Meadowbank,nem_183,MEADOWBK,TAS1,operating,MEADOWB2,distillate,24.0
Meadowbank,nem_183,MEADOWBK,TAS1,operating,MEADOWBK,hydro,40.0
Midlands,nem_185,MIDLDPS,TAS1,operating,MIDLDPS1,hydro,6.0
Midlands,nem_648,,TAS1,operating,,hydro,6.078
Musselroe,nem_201,MUSSELRO,TAS1,operating,MUSSELR1,wind,168.0
Musselroe,nem_530,MUSSELR1,TAS1,operating,MUSSELR1,wind,168.0
Paloona,nem_219,PALOONA,TAS1,operating,PALOONA,hydro,33.0
Poatina,nem_229,PTINA110,TAS1,operating,PO110NL1,hydro,25.0
Poatina,nem_229,PTINA110,TAS1,operating,POAT110,hydro,100.0
Poatina,nem_230,PTINA220,TAS1,operating,POAT220,hydro,200.0
Port Latta,nem_225,PORTLATT,TAS1,retired,PORTLAT1,distillate,11.0
Que River,nem_232,QUERIVER,TAS1,retired,QUERIVE1,distillate,24.0
Reece,nem_235,REECE,TAS1,operating,REECE1,hydro,116.0
Reece,nem_235,REECE,TAS1,operating,REECE2,hydro,116.0
Remount,nem_236,REMOUNT,TAS1,operating,REMOUNT,bioenergy_biogas,2.0
Remount,nem_558,REMOUNT,TAS1,operating,REMOUNT,bioenergy_biomass,2.0
Repulse,nem_237,REPULSE,TAS1,operating,REPULSE,hydro,28.0
Rowallan,nem_240,ROWALLAN,TAS1,operating,ROWALLAN,hydro,11.0
St Patrick's College Launceston,nem_769,,TAS1,operating,,solar_utility,0.2646
Tamar Valley,nem_297,TVCCPS,TAS1,operating,TVCC201,gas_ccgt,208.6
Tarraleah,nem_280,TARRALEA,TAS1,operating,TARRALEA,hydro,90.0
Tods Corner,nem_796,,TAS1,operating,,hydro,1.2
Trevallyn,nem_294,TREVALLN,TAS1,operating,TREVALLN,hydro,93.0
Tribute,nem_295,TRIBUTE,TAS1,operating,TRIBUTE,hydro,83.0
Tribute,nem_295,TRIBUTE,TAS1,operating,TRIBNL1,hydro,25.0
Tungatinah,nem_296,TUNGATIN,TAS1,operating,TUNGATIN,hydro,125.0
Woolnorth,nem_324,WOOLNTH1,TAS1,operating,WOOLNTH1,wind,140.0
Woolnorth Studland Bay / Bluff Point,nem_541,WOOLNTH1,TAS1,operating,WOOLNTH1,wind,
Woolnorth Studland Bay / Bluff Point,nem_541,WOOLNTH1,TAS1,operating,WOOLNTH1,wind,140.0
Aeroten Leongatha,nem_667,,VIC1,operating,,solar_utility,0.1996
Angelsea,nem_8,APS,VIC1,retired,APS,coal_brown,165.0
Ararat,nem_9,ARWF,VIC1,operating,ARWF1,wind,241.59
Ararat,nem_396,ARWF1,VIC1,operating,ARWF1,wind,
Ararat,nem_396,ARWF1,VIC1,operating,ARWF1,wind,241.59
Ararat,nem_396,ARWF1,VIC1,operating,ARWF1,wind,
Bairnsdale,nem_87,DEIBDL,VIC1,operating,BDL02,gas_ocgt,46.0
Bairnsdale,nem_87,DEIBDL,VIC1,operating,BDL01,gas_ocgt,46.0
Bald Hills,nem_31,BHWF,VIC1,operating,BALDHWF1,wind,59.0
Bald Hills,nem_390,BALDHWF1,VIC1,operating,BALDHWF1,wind,106.6
Ballarat,nem_13,BALBESS,VIC1,operating,BALBG1,battery_discharging,30.0
